study_accession	secondary_study_accession	study_title	study_alias	experiment_accession	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	experiment_alias	sample_accession	secondary_sample_accession	run_accession	submission_accession	tax_id	scientific_name	nominal_length	read_count	base_count	center_name	first_public	last_updated	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713915	ILLUMINA	Illumina HiSeq 2000	UBZW	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-28004	SAMN03003399	SRS711854	SRR1589655	SRA187582	3218	Physcomitrella patens	501000.0	21646163.0	6493848900.0	JGI	2015-06-05	2015-06-19	JGI-28005	2652271694;2633747936;	b111b38f45ccc39cfb9ecb2a4f32bcb8;387ee62922905bab04597cf51bba586a;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/005/SRR1589655/SRR1589655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/005/SRR1589655/SRR1589655_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/005/SRR1589655/SRR1589655_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/005/SRR1589655/SRR1589655_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/005/SRR1589655/SRR1589655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/005/SRR1589655/SRR1589655_2.fastq.gz;							4379328974.0	b9489e44b1070838f9309f77649ff20f	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/005/SRR1589655	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/005/SRR1589655	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/005/SRR1589655				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713916	ILLUMINA	Illumina HiSeq 2000	UBXP	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-28002	SAMN03003399	SRS711854	SRR1589656	SRA187582	3218	Physcomitrella patens	477000.0	10243693.0	3073107900.0	JGI	2015-06-05	2015-06-19	JGI-28003	1127384489;1143184752;	d1fadcda27ba3c352657212e6c689348;089ec8d190f6eb39c2023f8e0aa7445d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/006/SRR1589656/SRR1589656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/006/SRR1589656/SRR1589656_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/006/SRR1589656/SRR1589656_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/006/SRR1589656/SRR1589656_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/006/SRR1589656/SRR1589656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/006/SRR1589656/SRR1589656_2.fastq.gz;							1928827193.0	692e8633b65089f63d785c3758b0712a	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/006/SRR1589656	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/006/SRR1589656	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/006/SRR1589656				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713917	ILLUMINA	Illumina HiSeq 2000	UBZZ	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27984	SAMN03003399	SRS711854	SRR1589657	SRA187582	3218	Physcomitrella patens	495000.0	23899605.0	7169881500.0	JGI	2015-06-05	2015-06-19	JGI-27985	2951730017;2908588410;	7f44c614b638df57de92c73112b3a8cb;6b8573f22ba854a66b34f1197711cf03;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/007/SRR1589657/SRR1589657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/007/SRR1589657/SRR1589657_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/007/SRR1589657/SRR1589657_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/007/SRR1589657/SRR1589657_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/007/SRR1589657/SRR1589657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/007/SRR1589657/SRR1589657_2.fastq.gz;							4867580084.0	0975c9c3c2011ddf7e03b5c11daa71c8	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/007/SRR1589657	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/007/SRR1589657	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/007/SRR1589657				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713918	ILLUMINA	Illumina HiSeq 2000	UBZO	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-28000	SAMN03003399	SRS711854	SRR1589658	SRA187582	3218	Physcomitrella patens	471000.0	17960875.0	5388262500.0	JGI	2015-06-05	2015-06-19	JGI-28001	2127049625;2145166829;	9f17e8706b376473ad2452e58485d48c;6f2ea03821a1b1150e1a4349a216abc7;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/008/SRR1589658/SRR1589658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/008/SRR1589658/SRR1589658_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/008/SRR1589658/SRR1589658_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/008/SRR1589658/SRR1589658_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/008/SRR1589658/SRR1589658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/008/SRR1589658/SRR1589658_2.fastq.gz;							3550139404.0	51a694d08316132f04511681d5af93ee	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/008/SRR1589658	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/008/SRR1589658	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/008/SRR1589658				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713919	ILLUMINA	Illumina HiSeq 2000	UBYU	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27974	SAMN03003399	SRS711854	SRR1589659	SRA187582	3218	Physcomitrella patens	490000.0	15536285.0	4660885500.0	JGI	2015-06-05	2015-06-19	JGI-27975	1814109054;1836475842;	737d9555d252659aa619161d69dcc67c;3c8fea3d95b704e58a22778845bacdc9;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/009/SRR1589659/SRR1589659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/009/SRR1589659/SRR1589659_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/009/SRR1589659/SRR1589659_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/009/SRR1589659/SRR1589659_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/009/SRR1589659/SRR1589659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/009/SRR1589659/SRR1589659_2.fastq.gz;							3034093445.0	53a57c1f63a9e5f22b42ea165f66854e	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/009/SRR1589659	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/009/SRR1589659	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/009/SRR1589659				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713920	ILLUMINA	Illumina HiSeq 2000	UBXS	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27944	SAMN03003399	SRS711854	SRR1589660	SRA187582	3218	Physcomitrella patens	506000.0	29525046.0	8857513800.0	JGI	2015-06-05	2015-06-19	JGI-27945	3457870764;3430076487;	f282d0697baf3198eb5870b9a463d5e0;44729f7a90663d3215dc7566e97efc8e;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/000/SRR1589660/SRR1589660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/000/SRR1589660/SRR1589660_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/000/SRR1589660/SRR1589660_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/000/SRR1589660/SRR1589660_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/000/SRR1589660/SRR1589660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/000/SRR1589660/SRR1589660_2.fastq.gz;							5697548887.0	b414533620466c81b29604aa00a5bbc1	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/000/SRR1589660	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/000/SRR1589660	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/000/SRR1589660				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713921	ILLUMINA	Illumina HiSeq 2000	UBXZ	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27946	SAMN03003399	SRS711854	SRR1589661	SRA187582	3218	Physcomitrella patens	502000.0	30274474.0	9082342200.0	JGI	2015-06-05	2015-06-19	JGI-27947	3552869142;3499432890;	7cde821941772dadced8f633c10ca4b5;d9ecc36bb944ad5d46145d47bdae058b;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/001/SRR1589661/SRR1589661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/001/SRR1589661/SRR1589661_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/001/SRR1589661/SRR1589661_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/001/SRR1589661/SRR1589661_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/001/SRR1589661/SRR1589661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/001/SRR1589661/SRR1589661_2.fastq.gz;							5833294186.0	3294a5ae389e5a52f17a68541937e9d4	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/001/SRR1589661	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/001/SRR1589661	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/001/SRR1589661				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713922	ILLUMINA	Illumina HiSeq 2000	UBYG	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27980	SAMN03003399	SRS711854	SRR1589662	SRA187582	3218	Physcomitrella patens	500000.0	13646653.0	4093995900.0	JGI	2015-06-05	2015-06-19	JGI-27981	1648461762;1649837445;	f5608b335a059b1b6bc2d28d09c93aae;7dcd7851174a07ad0c598ea6d4560dda;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/002/SRR1589662/SRR1589662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/002/SRR1589662/SRR1589662_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/002/SRR1589662/SRR1589662_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/002/SRR1589662/SRR1589662_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/002/SRR1589662/SRR1589662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/002/SRR1589662/SRR1589662_2.fastq.gz;							2733814095.0	922185d015eeabb8ab11b602882ef5f1	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/002/SRR1589662	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/002/SRR1589662	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/002/SRR1589662				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713923	ILLUMINA	Illumina HiSeq 2000	UBYP	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27956	SAMN03003399	SRS711854	SRR1589663	SRA187582	3218	Physcomitrella patens	481000.0	23964677.0	7189403100.0	JGI	2015-06-05	2015-06-19	JGI-27957	2735759593;2779732787;	24dab759ff81df8dd9442faaa7be64bc;8110e61ed63a934ba5d2322907bf276c;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/003/SRR1589663/SRR1589663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/003/SRR1589663/SRR1589663_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/003/SRR1589663/SRR1589663_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/003/SRR1589663/SRR1589663_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/003/SRR1589663/SRR1589663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/003/SRR1589663/SRR1589663_2.fastq.gz;							4577323407.0	5eb73ac74cec55fd63905e35758374ba	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/003/SRR1589663	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/003/SRR1589663	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/003/SRR1589663				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713924	ILLUMINA	Illumina HiSeq 2000	UBZH	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27966	SAMN03003399	SRS711854	SRR1589664	SRA187582	3218	Physcomitrella patens	491000.0	15986002.0	4795800600.0	JGI	2015-06-05	2015-06-19	JGI-27967	1915872751;1899899536;	4daf6c9338105c041027fdd990402ded;66ef00591b77759acbbccf9b549a2b9e;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/004/SRR1589664/SRR1589664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/004/SRR1589664/SRR1589664_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/004/SRR1589664/SRR1589664_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/004/SRR1589664/SRR1589664_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/004/SRR1589664/SRR1589664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/004/SRR1589664/SRR1589664_2.fastq.gz;							3162556903.0	acd1a99484bd74b8c41c205874cf1286	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/004/SRR1589664	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/004/SRR1589664	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/004/SRR1589664				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713925	ILLUMINA	Illumina HiSeq 2000	UBZU	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-28018	SAMN03003399	SRS711854	SRR1589665	SRA187582	3218	Physcomitrella patens	484000.0	16766726.0	5030017800.0	JGI	2015-06-05	2015-06-19	JGI-28019	2047847769;2036173558;	75f5ad8720ce90611381af652a053109;39d3287fb0b70b762a73d32ae929d04c;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/005/SRR1589665/SRR1589665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/005/SRR1589665/SRR1589665_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/005/SRR1589665/SRR1589665_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/005/SRR1589665/SRR1589665_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/005/SRR1589665/SRR1589665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/005/SRR1589665/SRR1589665_2.fastq.gz;							3387736616.0	be947cf8c7cd44dceb4828b3981727da	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/005/SRR1589665	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/005/SRR1589665	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/005/SRR1589665				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713926	ILLUMINA	Illumina HiSeq 2000	UBZS	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27972	SAMN03003399	SRS711854	SRR1589666	SRA187582	3218	Physcomitrella patens	486000.0	18946208.0	5683862400.0	JGI	2015-06-05	2015-06-19	JGI-27973	2250682300;2260046212;	6360ee3669ac0c9625bf621e3fdab862;37c0c2ef7e1a2e2d45692a33cfbb5fee;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/006/SRR1589666/SRR1589666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/006/SRR1589666/SRR1589666_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/006/SRR1589666/SRR1589666_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/006/SRR1589666/SRR1589666_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/006/SRR1589666/SRR1589666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/006/SRR1589666/SRR1589666_2.fastq.gz;							3757963530.0	0ba7b927d0d169365fa10a64e6720da6	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/006/SRR1589666	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/006/SRR1589666	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/006/SRR1589666				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713927	ILLUMINA	Illumina HiSeq 2000	UBZY	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-28006	SAMN03003399	SRS711854	SRR1589667	SRA187582	3218	Physcomitrella patens	506000.0	16546362.0	4963908600.0	JGI	2015-06-05	2015-06-19	JGI-28007	2057334480;2044543913;	2276cfe10397c8b24af312b5c33a5f14;59d611db12e174361f59df5674d16ffd;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/007/SRR1589667/SRR1589667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/007/SRR1589667/SRR1589667_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/007/SRR1589667/SRR1589667_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/007/SRR1589667/SRR1589667_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/007/SRR1589667/SRR1589667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/007/SRR1589667/SRR1589667_2.fastq.gz;							3407295584.0	c62f0b437a8f0e9a1d181e7ea6f059bc	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/007/SRR1589667	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/007/SRR1589667	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/007/SRR1589667				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713928	ILLUMINA	Illumina HiSeq 2000	UBZT	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27970	SAMN03003399	SRS711854	SRR1589668	SRA187582	3218	Physcomitrella patens	476000.0	13549935.0	4064980500.0	JGI	2015-06-05	2015-06-19	JGI-27971	1617844890;1605023892;	80460d4716ef0096f2dfbdda30697932;2f68a7fe54bb751e2224e140172a8630;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/008/SRR1589668/SRR1589668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/008/SRR1589668/SRR1589668_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/008/SRR1589668/SRR1589668_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/008/SRR1589668/SRR1589668_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/008/SRR1589668/SRR1589668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/008/SRR1589668/SRR1589668_2.fastq.gz;							2691663382.0	2c6ae87d89da2dde62fd4ef8f8e336de	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/008/SRR1589668	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/008/SRR1589668	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/008/SRR1589668				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713929	ILLUMINA	Illumina HiSeq 2000	UBYH	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27986	SAMN03003399	SRS711854	SRR1589669	SRA187582	3218	Physcomitrella patens	471000.0	16799209.0	5039762700.0	JGI	2015-06-05	2015-06-19	JGI-27987	2018577395;2014215398;	ac8da5879014151ae3aaef25026351d7;a4581fc160304abe1d97ba242a438a17;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/009/SRR1589669/SRR1589669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/009/SRR1589669/SRR1589669_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/009/SRR1589669/SRR1589669_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/009/SRR1589669/SRR1589669_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/009/SRR1589669/SRR1589669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/009/SRR1589669/SRR1589669_2.fastq.gz;							3351122377.0	33dc94368ff75585f953857f6c925859	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/009/SRR1589669	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/009/SRR1589669	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/009/SRR1589669				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713930	ILLUMINA	Illumina HiSeq 2000	UBXT	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27948	SAMN03003399	SRS711854	SRR1589670	SRA187582	3218	Physcomitrella patens	495000.0	22322530.0	6696759000.0	JGI	2015-06-05	2015-06-19	JGI-27949	2565464070;2602989138;	724c1fc890c23d5c962b088f8b40d823;bdcfac6e622a735f792ff94bf28c8a21;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/000/SRR1589670/SRR1589670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/000/SRR1589670/SRR1589670_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/000/SRR1589670/SRR1589670_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/000/SRR1589670/SRR1589670_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/000/SRR1589670/SRR1589670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/000/SRR1589670/SRR1589670_2.fastq.gz;							4298918632.0	f66203cbc0dab49c0a94b2334036dc77	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/000/SRR1589670	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/000/SRR1589670	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/000/SRR1589670				1031602		Physcomitrella patens patens	0.0	2015-06-05
PRJNA259145	SRP048217	Physcomitrella patens Transcriptome or Gene expression	PRJNA259145	SRX713931	ILLUMINA	Illumina HiSeq 2000	UBYN	PAIRED	RNA-Seq	TRANSCRIPTOMIC	RT-PCR	Illumina HiSeq 2000 paired end sequencing	JGI-27994	SAMN03003399	SRS711854	SRR1589671	SRA187582	3218	Physcomitrella patens	451000.0	13199604.0	3959881200.0	JGI	2015-06-05	2015-06-19	JGI-27995	1280475904;1279931166;	63ca5bff667731828279cc01a541c446;6842d506f6d7b2b3225cbb663d81c0d4;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/001/SRR1589671/SRR1589671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/001/SRR1589671/SRR1589671_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/001/SRR1589671/SRR1589671_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR158/001/SRR1589671/SRR1589671_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/001/SRR1589671/SRR1589671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/001/SRR1589671/SRR1589671_2.fastq.gz;							2489991103.0	b12e226a21fd352799882f1db341932b	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/001/SRR1589671	fasp.sra.ebi.ac.uk:/vol1/srr/SRR158/001/SRR1589671	ftp.sra.ebi.ac.uk/vol1/srr/SRR158/001/SRR1589671				1031602		Physcomitrella patens patens	0.0	2015-06-05
